company,category,size,title,level,city,url,updated,filename
SalesForce,AI/ML,l,"Account Executive, Public Sector",Representative,תל אביב - יפו,https://il.linkedin.com/jobs/view/account-executive-public-sector-at-salesforce-4018706751?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-18,jobs/sales.csv
Oracle,Cloud Computing,l,Cloud Native Pre- Sales Manager,Manager,פתח תקווה,https://il.linkedin.com/jobs/view/cloud-native-pre-sales-manager-at-oracle-3964430723?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-18,jobs/sales.csv
DealHub,Productivity,l,Presales Engineer,Representative,חולון,https://www.comeet.com/jobs/dealhub/86.005/presales-engineer/BB.A41?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-17,jobs/sales.csv
Applause,Productivity,l,Strategic Account Executive (m/f/x),Representative,תל אביב - יפו,https://il.linkedin.com/jobs/view/strategic-account-executive-m-f-x-at-applause-3981002133?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-17,jobs/sales.csv
MSD,Health,xl,Customer and Account Manager - Oncology,Representative,נתניה,https://il.linkedin.com/jobs/view/customer-and-account-manager-oncology-at-msd-4044464625?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-17,jobs/sales.csv
Oracle,Cloud Computing,l,Oracle Cloud Pre- Sales,Representative,פתח תקווה,https://il.linkedin.com/jobs/view/oracle-cloud-pre-sales-at-oracle-3962976427?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-17,jobs/sales.csv
Microsoft,Productivity,l,Customer Success Account Manager,Representative,הרצליה,https://il.linkedin.com/jobs/view/customer-success-account-manager-at-microsoft-4052091765?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-16,jobs/sales.csv
Microsoft,Productivity,l,Account Executive,Representative,הרצליה,https://il.linkedin.com/jobs/view/account-executive-at-microsoft-4052301493?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-16,jobs/sales.csv
Microsoft,Productivity,l,Consulting Account Executive,Representative,הרצליה,https://il.linkedin.com/jobs/view/consulting-account-executive-at-microsoft-4052304953?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-16,jobs/sales.csv
Microsoft,Productivity,l,Technical Sales Specialist - Modern Work (Southeast Europe),Representative,הרצליה,https://il.linkedin.com/jobs/view/technical-sales-specialist-modern-work-southeast-europe-at-microsoft-4052307513?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-16,jobs/sales.csv
Riskified,Fintech,l,Business Development Manager- UK Market,Manager,תל אביב - יפו,https://il.linkedin.com/jobs/view/business-development-manager-uk-market-at-riskified-3998577293?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-16,jobs/sales.csv
Microsoft,Productivity,l,Customer Success Account Manager - ISV,Representative,הרצליה,https://il.linkedin.com/jobs/view/customer-success-account-manager-isv-at-microsoft-4052094845?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-16,jobs/sales.csv
monday.com,Productivity,l,Account Manager Mid-Market - Israel Market,Representative,תל אביב - יפו,https://il.linkedin.com/jobs/view/account-manager-mid-market-israel-market-at-monday-com-3941166077?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-16,jobs/sales.csv
Microsoft,Productivity,l,Principal Security Research Manager - Microsoft Defender For Endpoint,Executive,הרצליה,https://il.linkedin.com/jobs/view/principal-security-research-manager-microsoft-defender-for-endpoint-at-microsoft-4052311021?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-16,jobs/sales.csv
Novidea Software,Fintech,l,Senior Salesforce Implementer,Representative,פרדס חנה-כרכור,https://www.comeet.com/jobs/novidea/E5.00A/senior-salesforce-implementer/20.C33?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-15,jobs/sales.csv
Cynet,Cybersecurity,l,Business Development Manager,Manager,תל אביב - יפו,https://www.comeet.com/jobs/cynet/33.00D/business-development-manager/BA.849?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-15,jobs/sales.csv
SolarEdge Technologies,Sustainable Technology,l,Sales Operations Account Manager,Representative,הרצליה,https://www.comeet.com/jobs/SolarEdge/71.00A/sales-operations-account-manager/75.B4E?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-15,jobs/sales.csv
eToro,Fintech,l,Danish Account Manager,Representative,בני ברק,https://www.comeet.com/jobs/etoro/41.009/danish-account-manager/4B.944?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-15,jobs/sales.csv
Lumenis,Health,l,Turn-Key Account Manager,Representative,יקנעם עילית,https://www.comeet.com/jobs/lumenis/A1.00C/turn-key-account-manager/31.C41?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-15,jobs/sales.csv
Comda,Cybersecurity,m,International Sales Manager,Manager,תל אביב - יפו,https://il.linkedin.com/jobs/view/international-sales-manager-at-comda-4048047985?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-15,jobs/sales.csv
TAT Technologies,Aerospace,l,Account Manager - מנהל.ת תיק לקוח,Representative,קריית גת,https://il.linkedin.com/jobs/view/account-manager-%D7%9E%D7%A0%D7%94%D7%9C-%D7%AA-%D7%AA%D7%99%D7%A7-%D7%9C%D7%A7%D7%95%D7%97-at-tat-technologies-ltd-4051545688?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-15,jobs/sales.csv
Check Point Software Technologies,Cybersecurity,l,Partner Sales Manager - Israel,Manager,תל אביב - יפו,https://il.linkedin.com/jobs/view/partner-sales-manager-israel-at-check-point-software-4016061200?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-15,jobs/sales.csv
NICE,Cybersecurity,l,Director of Sales Operations,Executive,רעננה,https://il.linkedin.com/jobs/view/director-of-sales-operations-at-nice-4047642593?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-14,jobs/sales.csv
SalesForce,AI/ML,l,Prime Named Account Executive - High Tech,Representative,תל אביב - יפו,https://il.linkedin.com/jobs/view/prime-named-account-executive-high-tech-at-salesforce-4032449577?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-14,jobs/sales.csv
mPrest,IoT,m,Head of Sales & Business Development,Executive,פתח תקווה,https://www.comeet.com/jobs/mprest/38.005/head-of-sales--business-development/81.D3B?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-13,jobs/sales.csv
Wisor AI,AI/ML,s,Senior Account Executive,Representative,תל אביב - יפו,https://il.linkedin.com/jobs/view/senior-account-executive-at-wisor-ai-4047195278?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-13,jobs/sales.csv
DataRails,Fintech,m,Salesforce Operations Specialist,Representative,תל אביב - יפו,https://il.linkedin.com/jobs/view/salesforce-operations-specialist-at-datarails-4047169020?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-13,jobs/sales.csv
Red Hat,Cloud Computing,l,Sales Account Manager - Greece and Cyprus (Remote from Israel),Representative,רעננה,https://il.linkedin.com/jobs/view/sales-account-manager-greece-and-cyprus-remote-from-israel-at-red-hat-4047392091?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-13,jobs/sales.csv
Priority Software,Cloud Computing,l,Sales Development Representative,Representative,ראש העין,https://il.linkedin.com/jobs/view/sales-development-representative-at-priority-software-4047168322?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-13,jobs/sales.csv
NICE,Cybersecurity,l,Channels and Partners Business Development Director,Executive,רעננה,https://il.linkedin.com/jobs/view/channels-and-partners-business-development-director-at-nice-3966557371?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-13,jobs/sales.csv
Wolt,E-commerce & Retail,xl,ראש צוות מוקד שירות לקוחות - תל אביב,Manager,תל אביב - יפו,https://il.linkedin.com/jobs/view/%D7%A8%D7%90%D7%A9-%D7%A6%D7%95%D7%95%D7%AA-%D7%9E%D7%95%D7%A7%D7%93-%D7%A9%D7%99%D7%A8%D7%95%D7%AA-%D7%9C%D7%A7%D7%95%D7%97%D7%95%D7%AA-%D7%AA%D7%9C-%D7%90%D7%91%D7%99%D7%91-at-wolt-4050625659?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-13,jobs/sales.csv
Wolt,E-commerce & Retail,xl,ראש צוות מוקד שירות לקוחות - חיפה,Manager,תל אביב - יפו,https://il.linkedin.com/jobs/view/%D7%A8%D7%90%D7%A9-%D7%A6%D7%95%D7%95%D7%AA-%D7%9E%D7%95%D7%A7%D7%93-%D7%A9%D7%99%D7%A8%D7%95%D7%AA-%D7%9C%D7%A7%D7%95%D7%97%D7%95%D7%AA-%D7%97%D7%99%D7%A4%D7%94-at-wolt-4050629077?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-13,jobs/sales.csv
Wolt,E-commerce & Retail,xl,ראש צוות מוקד שירות לקוחות - ירושלים,Manager,תל אביב - יפו,https://il.linkedin.com/jobs/view/%D7%A8%D7%90%D7%A9-%D7%A6%D7%95%D7%95%D7%AA-%D7%9E%D7%95%D7%A7%D7%93-%D7%A9%D7%99%D7%A8%D7%95%D7%AA-%D7%9C%D7%A7%D7%95%D7%97%D7%95%D7%AA-%D7%99%D7%A8%D7%95%D7%A9%D7%9C%D7%99%D7%9D-at-wolt-4050627454?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-13,jobs/sales.csv
Check Point Software Technologies,Cybersecurity,l,Renewal Territory Account Manager- English Speaker,Representative,תל אביב - יפו,https://il.linkedin.com/jobs/view/renewal-territory-account-manager-english-speaker-at-check-point-software-4037858750?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-13,jobs/sales.csv
Riskified,Fintech,l,Account Executive- French Speaker,Representative,תל אביב - יפו,https://il.linkedin.com/jobs/view/account-executive-french-speaker-at-riskified-3995920152?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-12,jobs/sales.csv
monday.com,Productivity,l,SMB Account Executive - Israel Market,Representative,תל אביב - יפו,https://il.linkedin.com/jobs/view/smb-account-executive-israel-market-at-monday-com-3942737993?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-12,jobs/sales.csv
Palo Alto Networks,Cybersecurity,xl,Account Executive Cortex Public Sector - Israel,Representative,תל אביב - יפו,https://il.linkedin.com/jobs/view/account-executive-cortex-public-sector-israel-at-palo-alto-networks-4012643080?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-11,jobs/sales.csv
Mend,Cybersecurity,l,Account Manager,Representative,כרמיאל,https://il.linkedin.com/jobs/view/account-manager-at-mend-io-4045990143?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-11,jobs/sales.csv
Cross River Technologies,Fintech,m,Would LOVE to join Cross River!!,Executive,תל אביב - יפו,https://www.comeet.com/jobs/crossriver/C7.00F/would-love-to-join-cross-river/92.F23?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-10,jobs/sales.csv
Pazu Games,Gaming,m,Business Development Manager,Manager,יקנעם עילית,https://il.linkedin.com/jobs/view/business-development-manager-at-pazu-games-4047975790?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-10,jobs/sales.csv
Papaya Global,Productivity,l,Key Account Manager,Representative,הרצליה,https://il.linkedin.com/jobs/view/key-account-manager-at-papaya-global-4045654973?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-10,jobs/sales.csv
Papaya Global,Productivity,l,Enterprise Account Manager,Representative,הרצליה,https://il.linkedin.com/jobs/view/enterprise-account-manager-at-papaya-global-4045661225?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-10,jobs/sales.csv
Mobileye,Automotive,l,Autonomous Vehicles Strategic Global Account Manager,Representative,ירושלים,https://il.linkedin.com/jobs/view/autonomous-vehicles-strategic-global-account-manager-at-mobileye-3933784810?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-10,jobs/sales.csv
Check Point Software Technologies,Cybersecurity,l,"IGS Sales Manager - Middle East, Africa and IL",Manager,תל אביב - יפו,https://il.linkedin.com/jobs/view/igs-sales-manager-middle-east-africa-and-il-at-check-point-software-4047598675?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-10,jobs/sales.csv
Nuvei,Fintech,xl,Business Development Manager,Manager,תל אביב - יפו,https://il.linkedin.com/jobs/view/business-development-manager-at-nuvei-3927750041?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-09,jobs/sales.csv
PayMe,Fintech,m,Sales Development Specialist,Representative,תל אביב - יפו,https://il.linkedin.com/jobs/view/sales-development-specialist-at-payme-4043789389?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-09,jobs/sales.csv
TytoCare,Health,l,Distribution Sales Manager,Manager,נתניה,https://il.linkedin.com/jobs/view/distribution-sales-manager-at-tytocare-4046622346?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-09,jobs/sales.csv
Voyantis,AdTech,m,Senior Account Executive,Representative,תל אביב - יפו,https://il.linkedin.com/jobs/view/senior-account-executive-at-voyantis-4046609417?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-09,jobs/sales.csv
MyHeritage,Digital Media,l,Senior Paid Search Account Manager,Representative,אור יהודה,https://il.linkedin.com/jobs/view/senior-paid-search-account-manager-at-myheritage-4044069072?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-09,jobs/sales.csv
Rafael Advanced Defense Systems,Aerospace,l,Business Development Manager,Manager,חיפה,https://il.linkedin.com/jobs/view/business-development-manager-at-rafael-advanced-defense-systems-4022752921?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-08,jobs/sales.csv
Kornit Digital,Digital Media,l,Salesforce Business Application Analyst,Representative,ראש העין,https://il.linkedin.com/jobs/view/salesforce-business-application-analyst-at-kornit-digital-4042686633?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-08,jobs/sales.csv
Paragon,Cybersecurity,l,Account Manager,Representative,אבן יהודה,https://il.linkedin.com/jobs/view/account-manager-at-paragon-4044734211?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-07,jobs/sales.csv
GK8,Fintech,m,Director of Sales -  Middle East and Africa,Executive,רמת גן,https://il.linkedin.com/jobs/view/director-of-sales-middle-east-and-africa-at-gk8-by-galaxy-3894056308?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-07,jobs/sales.csv
GK8,Fintech,m,Presales Engineer,Representative,רמת גן,https://il.linkedin.com/jobs/view/presales-engineer-at-gk8-by-galaxy-4042569787?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-07,jobs/sales.csv
Cellebrite,Cybersecurity,l,Salesforce Team Lead,Manager,פתח תקווה,https://il.linkedin.com/jobs/view/salesforce-team-lead-at-cellebrite-4042210679?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-07,jobs/sales.csv
SodaStream,E-commerce & Retail,l,נציג/ת שירות לקוחות,Representative,כפר סבא,https://www.comeet.com/jobs/sodastream/40.008/--/4D.04F?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-06,jobs/sales.csv
XTEND,Aerospace,m,Business Development Manager,Manager,רחובות,https://www.comeet.com/jobs/xtend/85.00A/business-development-manager/8E.943?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-06,jobs/sales.csv
Air Doctor,Health,m,Account Manager,Representative,בית נקופה,https://il.linkedin.com/jobs/view/account-manager-at-air-doctor-4041586676?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-06,jobs/sales.csv
CommBox,Telecommunications,m,Sales Development Representative,Representative,גליל ים,https://il.linkedin.com/jobs/view/sales-development-representative-at-commbox-4044161677?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-06,jobs/sales.csv
Sisense,Productivity,l,Senior Account Executive,Representative,רמת גן,https://il.linkedin.com/jobs/view/senior-account-executive-at-sisense-4041589341?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-06,jobs/sales.csv
Sisense,Productivity,l,Technical Account Manager,Representative,רמת גן,https://il.linkedin.com/jobs/view/technical-account-manager-at-sisense-4041585733?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-06,jobs/sales.csv
Semperis,Cybersecurity,l,Business Development Representative- Nordics,Representative,רמת גן,https://il.linkedin.com/jobs/view/business-development-representative-nordics-at-semperis-4026101934?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-05,jobs/sales.csv
Snap,Digital Media,xl,Senior Account Manager - Russian/Ukranian Speaker,Representative,תל אביב - יפו,https://il.linkedin.com/jobs/view/senior-account-manager-russian-ukranian-speaker-at-snap-inc-4023497384?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-03,jobs/sales.csv
HAAT Delivery,E-commerce & Retail,m,Account Manager,Representative,חיפה,https://il.linkedin.com/jobs/view/account-manager-at-haat-delivery-4039074422?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-02,jobs/sales.csv
SalesForce,AI/ML,l,Prime Named Account Executive Israel - MuleSoft,Representative,תל אביב - יפו,https://il.linkedin.com/jobs/view/prime-named-account-executive-israel-mulesoft-at-salesforce-4040687512?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-02,jobs/sales.csv
Silverfort,Cybersecurity,l,Sales Operations Specialist,Representative,תל אביב - יפו,https://www.comeet.com/jobs/silverfort/54.007/sales-operations-specialist/6D.A44?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-01,jobs/sales.csv
Linnovate,Productivity,s,Vice President of Sales,Representative,בני ברק,https://il.linkedin.com/jobs/view/vice-president-of-sales-at-linnovate-technologies-4037764355?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-01,jobs/sales.csv
Panaya,AI/ML,l,Sales Development Representative - German Speaker,Representative,הוד השרון,https://www.comeet.com/jobs/panaya/61.00C/sales-development-representative---german-speaker/22.B4A?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-09-30,jobs/sales.csv
SolarEdge Technologies,Sustainable Technology,l,Sales Forecast Analyst,Representative,הרצליה,https://www.comeet.com/jobs/SolarEdge/71.00A/sales-forecast-analyst/AA.A44?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-09-30,jobs/sales.csv
CONTROP Precision Technologies,Aerospace,l,Business Development Manager,Manager,הוד השרון,https://il.linkedin.com/jobs/view/business-development-manager-at-controp-precision-technologies-ltd-4014913309?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-09-30,jobs/sales.csv
Sentra,Cybersecurity,m,Sales Development Representative,Representative,תל אביב - יפו,https://il.linkedin.com/jobs/view/sales-development-representative-at-sentra-4038926036?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-09-30,jobs/sales.csv
Pango,Automotive,m,Business Development and Partnerships Manager,Manager,פתח תקווה,https://il.linkedin.com/jobs/view/business-development-and-partnerships-manager-at-pango-4036178164?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-09-29,jobs/sales.csv
Pango,Automotive,m,B2B Sales Manager,Manager,פתח תקווה,https://il.linkedin.com/jobs/view/b2b-sales-manager-at-pango-4036173920?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-09-29,jobs/sales.csv
Nuvei,Fintech,xl,Salesforce Automation Developer,Representative,תל אביב - יפו,https://il.linkedin.com/jobs/view/salesforce-automation-developer-at-nuvei-4037887725?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-09-29,jobs/sales.csv
Connecteam,Productivity,l,Account Executive,Representative,ראשון לציון,https://il.linkedin.com/jobs/view/account-executive-at-connecteam-4034016702?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-09-26,jobs/sales.csv
Profisea Labs,Productivity,s,Technical Account Manager,Representative,הוד השרון,https://il.linkedin.com/jobs/view/technical-account-manager-at-profisea-4033856712?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-09-26,jobs/sales.csv
Nuvei,Fintech,xl,Junior Business Development Manager,Manager,תל אביב - יפו,https://il.linkedin.com/jobs/view/junior-business-development-manager-at-nuvei-4034825125?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-09-25,jobs/sales.csv
mPrest,IoT,m,Head of Sales & Business Development-Defense,Executive,פתח תקווה,https://il.linkedin.com/jobs/view/head-of-sales-business-development-defense-at-mprest-4033016199?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-09-25,jobs/sales.csv
Unleash Labs,Productivity,s,SDR Student Position,Student,תל אביב - יפו,https://il.linkedin.com/jobs/view/sdr-student-position-at-unleash-4033411433?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-09-25,jobs/sales.csv
Check Point Software Technologies,Cybersecurity,l,Sales Enablement Specialist,Representative,תל אביב - יפו,https://il.linkedin.com/jobs/view/sales-enablement-specialist-at-check-point-software-4009384200?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-09-25,jobs/sales.csv
YouAppi,AdTech,m,Senior Business Development Manager,Manager,רעננה,https://il.linkedin.com/jobs/view/senior-business-development-manager-at-youappi-mobile-app-retargeting-4034231951?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-09-24,jobs/sales.csv
Orpak Systems,E-commerce & Retail,l,Sales Operations and Export  Coordinator,Representative,יקום,https://www.comeet.com/jobs/Orpak/65.001/sales-operations-and-export--coordinator/29.A44?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-09-23,jobs/sales.csv
LiveU,Telecommunications,l,Order Management Team Leader,Manager,כפר סבא,https://www.comeet.com/jobs/liveu/90.00C/order-management-team-leader/27.544?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-09-23,jobs/sales.csv
Riverside.fm,AI/ML,l,Sales Enablement Specialist,Representative,תל אביב - יפו,https://www.comeet.com/jobs/riverside-fm/66.009/sales-enablement-specialist/A9.442?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-03-24,jobs/sales.csv
Amobee,AdTech,l,"Senior Account Executive, Total TV",Representative,תל אביב - יפו,https://nexxen.com/careers/careers-opportunities/?gh_jid=7667504002&utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,,jobs/sales.csv
CYE,Cybersecurity,m,SDR,Representative,הרצליה,https://jobs.lever.co/CYE/72693af5-1bec-4502-9f06-51b2adc4cad7?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,,jobs/sales.csv
CYE,Cybersecurity,m,Technical Account Manager,Representative,הרצליה,https://jobs.lever.co/CYE/db7ab6ae-d411-4bb0-b51c-7169b80b222f?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,,jobs/sales.csv
JFrog,Cloud Computing,l,Experienced Business Development Representative,Representative,נתניה,https://join.jfrog.com/job/?job=6250311?gh_jid=6250311&utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,,jobs/sales.csv
JFrog,Cloud Computing,l,Salesforce Application Specialist,Representative,נתניה,https://join.jfrog.com/job/?job=6214608?gh_jid=6214608&utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,,jobs/sales.csv
SimilarWeb,Productivity,l,"Account Manager, OEM",Representative,גבעתיים,http://www.similarweb.com/corp/jobs/?gh_jid=6317809&utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,,jobs/sales.csv
SimilarWeb,Productivity,l,"Account Manager, Strategic Agencies",Representative,גבעתיים,http://www.similarweb.com/corp/jobs/?gh_jid=6143159&utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,,jobs/sales.csv
SimilarWeb,Productivity,l,Inbound Sales Development Representative - English Speaker,Representative,גבעתיים,http://www.similarweb.com/corp/jobs/?gh_jid=5097388&utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,,jobs/sales.csv
SimilarWeb,Productivity,l,Inbound Sales Development Representative - German Speaker,Representative,גבעתיים,http://www.similarweb.com/corp/jobs/?gh_jid=5713133&utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,,jobs/sales.csv
SimilarWeb,Productivity,l,Sales Manager (French Speaker),Manager,גבעתיים,http://www.similarweb.com/corp/jobs/?gh_jid=5570773&utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,,jobs/sales.csv
SimilarWeb,Productivity,l,"Sales Manager, OEM (Data Partnership)",Manager,גבעתיים,http://www.similarweb.com/corp/jobs/?gh_jid=5581779&utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,,jobs/sales.csv
SimilarWeb,Productivity,l,Senior Sales Strategy Manager,Manager,גבעתיים,http://www.similarweb.com/corp/jobs/?gh_jid=6113984&utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,,jobs/sales.csv
Taboola,AdTech,l,"Advertiser Account Manager, Israel International",Representative,רמת גן,https://www.taboola.com/careers/job/6310932?gh_jid=6310932&utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,,jobs/sales.csv
Taboola,AdTech,l,"Advertising Sales Manager, CEE- **Relocation to the UK**",Manager,רמת גן,https://www.taboola.com/careers/job/6282233?gh_jid=6282233&utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,,jobs/sales.csv
Verifone,Telecommunications,l,D2M Sales Account Manager,Representative,ראש העין,https://ats.comparably.com/api/v2/verifone/post/6225954003?gh_jid=6225954003&utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,,jobs/sales.csv
ZoomInfo,AI/ML,xl,Experienced Salesforce Administrator,Representative,רעננה,https://www.zoominfo.com/about/careers?gh_jid=7676882002&utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,,jobs/sales.csv
Cellebrite,Cybersecurity,l,iOS Security Researcher,Engineer,פתח תקווה,https://www.comeet.com/jobs/Cellebrite/C3.00F/ios-security-researcher/0B.613?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-23,jobs/security.csv
Moon Active,Gaming,l,DevSecOps Engineer,Engineer,תל אביב - יפו,https://www.comeet.com/jobs/moonactive/A2.00C/devsecops-engineer/62.E31?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-23,jobs/security.csv
Moon Active,Gaming,l,Market Researcher,Engineer,תל אביב - יפו,https://www.comeet.com/jobs/moonactive/A2.00C/market-researcher/F2.41A?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-23,jobs/security.csv
